DrugBank ID,Name,CAS Number,Drug Groups,InChIKey,InChI,SMILES,Formula,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,ChEMBL ID,HET ID,ChemSpider ID,BindingDB ID
DB02890,6-Hydroxyuridine-5'-Phosphate,,experimental,UDOBICLZEKUKCV-YXZULKJRSA-N,"InChI=1S/C9H13N2O10P/c12-4-1-5(13)11(9(16)10-4)8-7(15)6(14)3(21-8)2-20-22(17,18)19/h1,3,6-8,13-15H,2H2,(H,10,12,16)(H2,17,18,19)/t3-,6-,7-,8-/m1/s1",[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C(O)=CC(O)=NC2=O)[C@]([H])(O)[C@]1([H])O,C9H13N2O10P,,,161647,46506460,,CHEMBL383923,BMP,141973,50199178
DB08431,"[(3R,4S)-4-HYDROXY-3-METHYL-2-OXOHEXYL]PHOSPHONIC ACID",,experimental,UXHVQAJQXZWLAW-RITPCOANSA-N,"InChI=1S/C7H15O4P/c1-3-6(8)5(2)7(9)4-12(10)11/h5-6,8,12H,3-4H2,1-2H3,(H,10,11)/t5-,6+/m1/s1",[H][C@](C)(C(=O)C[P@]([H])(O)=O)[C@@]([H])(O)CC,C7H15O4P,,,46937150,99444902,,,PSK,25058870,
DB01083,Orlistat,96829-58-2,approved; investigational,AHLBNYSZXLDEJQ-FWEHEUNISA-N,"InChI=1S/C29H53NO5/c1-5-7-9-11-12-13-14-15-16-18-24(34-29(33)26(30-22-31)20-23(3)4)21-27-25(28(32)35-27)19-17-10-8-6-2/h22-27H,5-21H2,1-4H3,(H,30,31)/t24-,25-,26-,27-/m0/s1",CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,C29H53NO5,,,3034010,46508309,94686,CHEMBL175247,,2298564,24567
DB01369,Quinupristin,120138-50-3,approved,WTHRRGMBUAHGNI-LCYNINFDSA-N,"InChI=1S/C53H67N9O10S/c1-6-37-50(68)61-23-11-14-38(61)51(69)59(5)40(26-32-16-18-36(19-17-32)58(3)4)52(70)62-28-35(30-73-43-29-60-24-20-33(43)21-25-60)42(64)27-39(62)47(65)57-45(34-12-8-7-9-13-34)53(71)72-31(2)44(48(66)55-37)56-49(67)46-41(63)15-10-22-54-46/h7-10,12-13,15-19,22,31,33,35,37-40,43-45,63H,6,11,14,20-21,23-30H2,1-5H3,(H,55,66)(H,56,67)(H,57,65)/t31-,35+,37-,38+,39+,40+,43-,44+,45+/m1/s1",[H][C@@]12CCCN1C(=O)[C@@H](CC)NC(=O)[C@@H](NC(=O)C1=NC=CC=C1O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@]1([H])CC(=O)[C@]([H])(CS[C@@H]3CN4CCC3CC4)CN1C(=O)[C@H](CC1=CC=C(C=C1)N(C)C)N(C)C2=O)C1=CC=CC=C1,C53H67N9O10S,C08032,D00852,5388937,46505148,,CHEMBL1200649,,4470884,
DB08731,"2-[(1R)-2-carboxy-1-(naphthalen-1-ylmethyl)ethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid",,experimental,GPOKTQCDBPECSS-MRXNPFEDSA-N,"InChI=1S/C23H17NO6/c25-20(26)12-16(10-14-6-3-5-13-4-1-2-7-17(13)14)24-21(27)18-9-8-15(23(29)30)11-19(18)22(24)28/h1-9,11,16H,10,12H2,(H,25,26)(H,29,30)/t16-/m1/s1",[H][C@](CC(O)=O)(CC1=CC=CC2=CC=CC=C12)N1C(=O)C2=CC=C(C=C2C1=O)C(O)=O,C23H17NO6,,,24764434,99445202,,,WH6,25058908,
DB07389,N-[2-(6-AMINO-4-METHYLPYRIDIN-2-YL)ETHYL]-4-CYANOBENZAMIDE,,experimental,QINCZVSBLITNRD-UHFFFAOYSA-N,"InChI=1S/C16H16N4O/c1-11-8-14(20-15(18)9-11)6-7-19-16(21)13-4-2-12(10-17)3-5-13/h2-5,8-9H,6-7H2,1H3,(H2,18,20)(H,19,21)",CC1=CC(N)=NC(CCNC(=O)C2=CC=C(C=C2)C#N)=C1,C16H16N4O,,,10221335,99443860,,CHEMBL1221659,AT6,8396827,36399
DB07388,ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE,,experimental,LNRMJBWADUSJTA-UHFFFAOYSA-N,"InChI=1S/C14H21N3O2/c1-3-19-14(18)17-8-5-12(6-9-17)16-13-10-11(2)4-7-15-13/h4,7,10,12H,3,5-6,8-9H2,1-2H3,(H,15,16)",CCOC(=O)N1CCC(CC1)NC1=NC=CC(C)=C1,C14H21N3O2,,,11149707,99443859,,CHEMBL420671,AT2,9324815,50148162
DB01718,Cetrimonium,6899-10-1,approved,RLGQACBPNDBWTB-UHFFFAOYSA-N,"InChI=1S/C19H42N/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4/h5-19H2,1-4H3/q+1",CCCCCCCCCCCCCCCC[N+](C)(C)C,C19H42N,C11275,D03454,2681,46507665,39561,CHEMBL1183605,16A,2580,58941
DB01719,Thio-Maltopentaose,,experimental,HQMKYAZGNUQLJB-DCFYERRSSA-N,"InChI=1S/C30H52O23S3/c31-1-6-11(36)12(37)20(45)29(50-6)55-24-9(4-34)48-27(18(43)15(24)40)53-23-8(3-33)51-30(21(46)14(23)39)56-25-10(5-35)47-26(17(42)16(25)41)52-22-7(2-32)49-28(54)19(44)13(22)38/h6-46,54H,1-5H2/t6-,7-,8-,9-,10-,11-,12+,13-,14-,15-,16-,17-,18-,19-,20-,21-,22-,23-,24-,25-,26-,27-,28-,29-,30-/m1/s1",[H][C@]1(S)O[C@]([H])(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(S[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]4([H])O[C@]([H])(CO)[C@@]([H])(S[C@@]5([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]5([H])O)[C@]([H])(O)[C@@]4([H])O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O,C30H52O23S3,,,449625,46504605,,,TM5,396096,
DB01715,"7,8-Diamino-Nonanoic Acid",,experimental,KCEGBPIYGIWCDH-JGVFFNPUSA-N,"InChI=1S/C9H20N2O2/c1-7(10)8(11)5-3-2-4-6-9(12)13/h7-8H,2-6,10-11H2,1H3,(H,12,13)/t7-,8+/m0/s1",C[C@H](N)[C@H](N)CCCCCC(O)=O,C9H20N2O2,,,445025,46508244,42085,,DNN,392785,
DB01067,Glipizide,29094-61-9,approved; investigational,ZJJXGWJIGJFDTL-UHFFFAOYSA-N,"InChI=1S/C21H27N5O4S/c1-15-13-24-19(14-23-15)20(27)22-12-11-16-7-9-18(10-8-16)31(29,30)26-21(28)25-17-5-3-2-4-6-17/h7-10,13-14,17H,2-6,11-12H2,1H3,(H,22,27)(H2,25,26,28)",CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,C21H27N5O4S,,D00335,3478,46505865,5384,CHEMBL1073,,3359,50012956
DB08809,Dichloroacetic Acid,79-43-6,approved; investigational,JXTHNDFMNIQAHM-UHFFFAOYSA-N,"InChI=1S/C2H2Cl2O2/c3-1(4)2(5)6/h1H,(H,5,6)",OC(=O)C(Cl)Cl,C2H2Cl2O2,C11149,,6597,175427097,36386,CHEMBL13960,TF4,10771217,227588
DB01832,4-[Hydroxy-[Methyl-Phosphinoyl]]-3-Oxo-Butanoic Acid,,experimental,MZTALSPOBPYJPG-UHFFFAOYSA-N,"InChI=1S/C5H9O5P/c1-11(9,10)3-4(6)2-5(7)8/h2-3H2,1H3,(H,7,8)(H,9,10)",C[P@@](O)(=O)CC(=O)CC(O)=O,C5H9O5P,,,446167,46507856,,,HBU,393599,
DB05448,PX-12,,investigational,BPBPYQWMFCTCNG-UHFFFAOYSA-N,"InChI=1S/C7H12N2S2/c1-3-6(2)10-11-7-8-4-5-9-7/h4-6H,3H2,1-2H3,(H,8,9)",CCC(C)SSC1=NC=CN1,C7H12N2S2,,,219104,175427007,94291,CHEMBL406050,,189920,50426071
DB01882,"(2s)-2-Amino-4-(Methylsulfanyl)-1-Pyridin-2-Ylbutane-1,1-Diol",,experimental,JPZQHIBHGCCNKS-QMMMGPOBSA-N,"InChI=1S/C10H16N2O2S/c1-15-7-5-8(11)10(13,14)9-4-2-3-6-12-9/h2-4,6,8,13-14H,5,7,11H2,1H3/t8-/m0/s1",[H][C@](N)(CCSC)C(O)(O)C1=CC=CC=N1,C10H16N2O2S,,,448220,46508857,,,M2C,395093,
DB01881,"2-Methylpentane-1,2,4-Triol",,experimental,OMXLSJPESIOAGG-WDSKDSINSA-N,"InChI=1S/C6H14O3/c1-5(8)3-6(2,9)4-7/h5,7-9H,3-4H2,1-2H3/t5-,6-/m0/s1",[H][C@@](C)(O)C[C@](C)(O)CO,C6H14O3,,,447583,46508050,,,MQD,394634,
DB04197,Descarboxy-nor-N(Omega)-Hydroxy-L-Arginine,,experimental,HYBLXYGPQAIGPY-UHFFFAOYSA-O,"InChI=1S/C4H12N4O/c5-2-1-3-7-4(6)8-9/h9H,1-3,5H2,(H3,6,7,8)/p+1",N\C(NO)=N/CCC[NH3+],C4H13N4O,,,5287648,46508352,,,AHI,4449972,
DB02712,Sorbinil,68367-52-2,experimental; investigational,LXANPKRCLVQAOG-NSHDSACASA-N,"InChI=1S/C11H9FN2O3/c12-6-1-2-8-7(5-6)11(3-4-17-8)9(15)13-10(16)14-11/h1-2,5H,3-4H2,(H2,13,14,15,16)/t11-/m0/s1",FC1=CC=C2OCC[C@]3(NC(=O)NC3=O)C2=C1,C11H9FN2O3,,,337359,46504981,102029,CHEMBL266497,SBI,298991,16312
DB01967,"N-{3-[(7ar,12as,12bs)-7-Oxo-1,3,4,6,7,7a,12a,12b-Octahydroindolo[2,3-a]Quinolizin-12(2h)-Yl]Propyl}Propane-2-Sulfonamide",,experimental,LICJTIDRHJECTD-SFHVURJKSA-N,"InChI=1S/C21H29N3O3S/c1-15(2)28(26,27)22-11-7-13-24-17-9-4-3-8-16(17)20-19(25)14-23-12-6-5-10-18(23)21(20)24/h3-4,8-9,15,18,22H,5-7,10-14H2,1-2H3/t18-/m0/s1",[H][C@@]12CCCC[N@]1CC(=O)C1=C2N(CCCNS(=O)(=O)C(C)C)C2=C1C=CC=C2,C21H29N3O3S,,,11987780,46506782,,,WAC,10160257,
DB02745,Uridine,58-96-8,experimental; investigational,DRTQHJPVMGBUCF-XVFCMESISA-N,"InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1",OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O,C9H12N2O6,C00299,,6029,46507015,16704,CHEMBL100259,URI,5807,
DB08759,"[(3R,4S,5S,7R)-4,8-DIHYDROXY-3,5,7-TRIMETHYL-2-OXOOCTYL]PHOSPHONIC ACID",,experimental,OMENZZONRIXNPG-HJGDQZAQSA-N,"InChI=1S/C11H23O5P/c1-7(5-12)4-8(2)11(14)9(3)10(13)6-17(15)16/h7-9,11-12,14,17H,4-6H2,1-3H3,(H,15,16)/t7-,8+,9+,11+/m1/s1",[H][C@](C)(CO)C[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C(=O)C[P@@]([H])(O)=O,C11H23O5P,,,46937177,99445230,,,YML,25057989,
DB06873,"1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)PYRIMIDINE-2,4(1H,3H)-DIONE",,experimental,CSXNPJKDZKLDET-UHFFFAOYSA-N,"InChI=1S/C21H22N2O5/c24-9-10-27-15-23-13-18(20(25)22-21(23)26)11-17-7-4-8-19(12-17)28-14-16-5-2-1-3-6-16/h1-8,12-13,24H,9-11,14-15H2,(H,22,25,26)",OCCOCN1C=C(CC2=CC=CC(OCC3=CC=CC=C3)=C2)C(=O)NC1=O,C21H22N2O5,,,134111,99443344,39579,CHEMBL277577,183,,50030980
DB03543,1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate,,experimental,AULMJMUNCOBRHC-MXWKQRLJSA-N,"InChI=1S/C12H18NO9P/c14-9(11(16)10(15)6-22-23(19,20)21)5-13-8-4-2-1-3-7(8)12(17)18/h1-4,9-11,13-16H,5-6H2,(H,17,18)(H2,19,20,21)/t9-,10-,11+/m1/s1",[H][C@@](O)(CNC1=CC=CC=C1C(O)=O)[C@]([H])(O)[C@]([H])(O)COP(O)(O)=O,C12H18NO9P,,,446446,46507680,,,137,393796,
DB03544,S-Phosphocysteine,,experimental,MNEMQJJMDDZXRO-REOHCLBHSA-N,"InChI=1S/C3H8NO5PS/c4-2(3(5)6)1-11-10(7,8)9/h2H,1,4H2,(H,5,6)(H2,7,8,9)/t2-/m0/s1",N[C@@H](CSP(O)(O)=O)C(O)=O,C3H8NO5PS,,,3082729,46505488,22066,,CSP,2340106,
DB08750,"1-[4-(AMINOMETHYL)BENZOYL]-5'-FLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLIN]-4'-AMINE",,experimental,SFPCNWQWKOUNRT-UHFFFAOYSA-N,"InChI=1S/C20H22FN5O/c21-15-2-1-3-16-17(15)18(23)25-20(24-16)8-10-26(11-9-20)19(27)14-6-4-13(12-22)5-7-14/h1-7,24H,8-12,22H2,(H2,23,25)",NCC1=CC=C(C=C1)C(=O)N1CCC2(CC1)NC1=CC=CC(F)=C1C(N)=N2,C20H22FN5O,,,24894149,99445221,,CHEMBL1221657,XXZ,24605323,36397
DB08753,"4-{(1E)-3-OXO-3-[(2-PHENYLETHYL)AMINO]PROP-1-EN-1-YL}-1,2-PHENYLENE DIACETATE",,experimental,GARHCDOTUULBOQ-PKNBQFBNSA-N,"InChI=1S/C21H21NO5/c1-15(23)26-19-10-8-18(14-20(19)27-16(2)24)9-11-21(25)22-13-12-17-6-4-3-5-7-17/h3-11,14H,12-13H2,1-2H3,(H,22,25)/b11-9+",CC(=O)OC1=CC=C(\C=C\C(=O)NCCC2=CC=CC=C2)C=C1OC(C)=O,C21H21NO5,,,11957394,99445224,,,Y12,10131649,
DB06879,"5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE",,experimental,QCFIRACCCDFXIP-UHFFFAOYSA-N,"InChI=1S/C21H22F2N6O/c1-2-29-18-16(23)6-5-15(22)17(18)19(25)27-21(29)7-9-28(10-8-21)20(30)13-3-4-14(11-24)26-12-13/h5-6,12H,2-4,7-10H2,1H3,(H2,25,27)",CCN1C2=C(F)C=CC(F)=C2C(N)=NC11CCN(CC1)C(=O)C1=CN=C(CC1)C#N,C21H22F2N6O,,,46937031,99443350,,,1A2,25060849,
DB02094,N-2-Thiophen-2-Yl-Acetamide Boronic Acid,,experimental,VXAPSUDMBNWYNC-UHFFFAOYSA-N,"InChI=1S/C7H10BNO3S/c10-7(9-5-8(11)12)4-6-2-1-3-13-6/h1-3,11-12H,4-5H2,(H,9,10)",OB(O)CNC(=O)CC1=CC=CS1,C7H10BNO3S,,,2671,46505608,,CHEMBL320049,CTB,2570,50115621
DB08754,"(2E)-3-(3,4-DIHYDROXYPHENYL)-N-[2-(4-HYDROXYPHENYL)ETHYL]ACRYLAMIDE",,experimental,VSHUQLRHTJOKTA-XBXARRHUSA-N,"InChI=1S/C17H17NO4/c19-14-5-1-12(2-6-14)9-10-18-17(22)8-4-13-3-7-15(20)16(21)11-13/h1-8,11,19-21H,9-10H2,(H,18,22)/b8-4+",OC1=CC=C(CCNC(=O)\C=C\C2=CC=C(O)C(O)=C2)C=C1,C17H17NO4,,,9994897,99445225,,CHEMBL206646,Y13,8170478,
DB06978,"N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]-4-methoxybenzohydrazide",,experimental,BMGXNERTVNWBJG-CNHKJKLMSA-N,"InChI=1S/C15H12Br2N2O4/c1-23-10-4-2-8(3-5-10)15(22)19-18-7-9-6-11(16)14(21)12(17)13(9)20/h2-7,20-21H,1H3,(H,19,22)/b18-7+",COC1=CC=C(C=C1)C(=O)N\N=C\C1=CC(Br)=C(O)C(Br)=C1O,C15H12Br2N2O4,,,16475583,99443449,,CHEMBL492514,2RB,21824324,31931
DB02820,"1-Azepan-1-Yl-2-Phenyl-2-(4-Thioxo-1,4-Dihydro-Pyrazolo[3,4-D]Pyrimidin-5-Yl)Ethanone Adduct",,experimental,XHBACRZQFHLVAV-LFFSAXSQSA-L,"InChI=1S/C40H46N12O15P2S/c41-33-27-36(44-18-43-33)51(19-45-27)39-32(56)30(54)26(66-39)17-64-69(61,62)67-68(59,60)63-16-25-29(53)31(55)38(65-25)49-13-10-24(22(14-49)34(42)57)52-15-23-35(47-52)46-20-50(40(23)70)28(21-8-4-3-5-9-21)37(58)48-11-6-1-2-7-12-48/h3-5,8-10,13-15,18-20,24-26,28-32,38-39,53,55H,1-2,6-7,11-12,16-17H2,(H2,42,57)(H,59,60)(H,61,62)(H2,41,43,44)/q-2/p-2/t24-,25+,26+,28-,29+,30+,31+,32+,38+,39+/m0/s1",[H][C@@](N1C=NC2=NN(C=C2C1=S)[C@@]1([H])C=CN(C=C1C([O-])=N)[C@]1([H])O[C@]([H])(COP([O-])(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])([O-])[C@]2([H])[O-])[C@@]([H])(O)[C@@]1([H])O)(C(=O)N1CCCCCC1)C1=CC=CC=C1,C40H44N12O15P2S,,,131704220,46505535,,,TDT,4451421,
DB02394,Oxiranpseudoglucose,,experimental,BDIDRHMZXLEMIZ-CXNFULCWSA-N,"InChI=1S/C7H12O5/c8-2-7-4(12-7)1-3(9)5(10)6(7)11/h3-6,8-11H,1-2H2/t3-,4+,5+,6-,7+/m0/s1",[H][C@@]12C[C@]([H])(O)[C@@]([H])(O)[C@]([H])(O)[C@]1(CO)O2,C7H12O5,,,5289076,46506050,,,OPG,4451111,
DB02801,"2,3 -Anhydro-Quinic Acid",,experimental,VTEDVYGIJPLVFF-XAHCXIQSSA-N,"InChI=1S/C7H10O5/c8-4-1-2-7(12,6(10)11)3-5(4)9/h1-2,4-5,8-9,12H,3H2,(H,10,11)/t4-,5-,7+/m1/s1",[H][C@@]1(O)C[C@@](O)(C=C[C@@]1([H])O)C(O)=O,C7H10O5,,,445905,46507408,,CHEMBL190265,FA1,393399,50170812
DB04168,2-Amino-5-Bromo-6-Phenylpyrimidin-4-Ol,,experimental,CIUUIPMOFZIWIZ-UHFFFAOYSA-N,"InChI=1S/C10H8BrN3O/c11-7-8(6-4-2-1-3-5-6)13-10(12)14-9(7)15/h1-5H,(H3,12,13,14,15)",NC1=NC(=C(Br)C(O)=N1)C1=CC=CC=C1,C10H8BrN3O,C13127,,65457,46505808,31307,CHEMBL37387,977,,50449125
DB04220,CGP 4832,113303-81-4,experimental,FRCBXOTYSDSELT-DUULCSDKSA-N,"InChI=1S/C49H65N3O15/c1-25-12-10-13-26(2)48(61)50-38-39(52-17-20-63-21-18-52)44(59)35-36(43(38)58)42(57)30(6)46-37(35)47(60)49(7,67-46)65-19-15-32(62-9)27(3)45(29(5)41(56)28(4)40(25)55)66-34(54)22-33(53)64-24-31-14-11-16-51(8)23-31/h10,12-13,15,19,25,27-29,31-32,40-41,45,55-57H,11,14,16-18,20-24H2,1-9H3,(H,50,61)/b12-10+,19-15+,26-13-/t25-,27+,28+,29+,31?,32-,40-,41+,45+,49-/m0/s1",CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)CC(=O)OCC3CCCN(C)C3)[C@@H]1C)=C(N1CCOCC1)C2=O,C49H65N3O15,,,131704272,46506912,,,RIF,58828244,
DB04223,Nitroarginine,2149-70-4,experimental; investigational,MRAUNPAHJZDYCK-BYPYZUCNSA-N,"InChI=1S/C6H13N5O4/c7-4(5(12)13)2-1-3-9-6(8)10-11(14)15/h4H,1-3,7H2,(H,12,13)(H3,8,9,10)/t4-/m0/s1",N[C@@H](CCCNC(=N)N[N+]([O-])=O)C(O)=O,C6H13N5O4,C03417,,440005,46508354,27960,CHEMBL227744,NRG,389023,50225106
DB04585,DEHYDRO-2(S)-AMINO-6-BORONOHEXANOIC ACID,,experimental,CCCYGXMAMSUXAV-FYTLMZHYSA-N,"InChI=1S/C6H13BNO5/c8-5(6(9)10)3-1-2-4-7(11,12)13/h2,4-5,11-13H,1,3,8H2,(H,9,10)/q-1/b4-2+/t5-/m0/s1",N[C@@H](CC\C=C\[B-](O)(O)O)C(O)=O,C6H13BNO5,,,657085,46507630,,,2BH,571290,
DB07244,"5-{4-[(3,5-DIFLUOROBENZYL)AMINO]PHENYL}-6-ETHYLPYRIMIDINE-2,4-DIAMINE",,experimental,SRRWXMSVQYQCRX-UHFFFAOYSA-N,"InChI=1S/C19H19F2N5/c1-2-16-17(18(22)26-19(23)25-16)12-3-5-15(6-4-12)24-10-11-7-13(20)9-14(21)8-11/h3-9,24H,2,10H2,1H3,(H4,22,23,25,26)",CCC1=C(C(N)=NC(N)=N1)C1=CC=C(NCC2=CC(F)=CC(F)=C2)C=C1,C19H19F2N5,,,6914633,99443715,,CHEMBL230153,7IG,5290513,18036
DB02234,S-Ethylisothiourea,2986-20-1,experimental,VFIZBHJTOHUOEK-UHFFFAOYSA-N,"InChI=1S/C3H8N2S/c1-2-6-3(4)5/h2H2,1H3,(H3,4,5)",CCSC(N)=N,C3H8N2S,,,5139,46508006,,CHEMBL321691,ITU,4955,50055281
DB02543,Pyrrole-2-Carboxylate,,experimental,WRHZVMBBRYBTKZ-UHFFFAOYSA-N,"InChI=1S/C5H5NO2/c7-5(8)4-2-1-3-6-4/h1-3,6H,(H,7,8)",OC(=O)C1=CC=CN1,C5H5NO2,C05942,,12473,46507534,36751,CHEMBL509027,PYC,11963,50260723
DB09220,Nicorandil,65141-46-0,approved; investigational,LBHIOVVIQHSOQN-UHFFFAOYSA-N,"InChI=1S/C8H9N3O4/c12-8(7-2-1-3-9-6-7)10-4-5-15-11(13)14/h1-3,6H,4-5H2,(H,10,12)",[O-][N+](=O)OCCNC(=O)C1=CC=CN=C1,C8H9N3O4,C13280,D01810,47528,310265127,31905,CHEMBL284906,,43240,
DB02232,"1,2-Dihydroxybenzene",120-80-9,experimental,YCIMNLLNPGFGHC-UHFFFAOYSA-N,"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",OC1=CC=CC=C1O,C6H6O2,C15571,,289,46507748,18135,CHEMBL280998,CAQ,13837760,26188
DB04346,"(2r,4s)-2-Methyl-2,3,3,4-Tetrahydroxytetrahydrofuran",,experimental,BVIYGXUQVXBHQS-IUYQGCFVSA-N,"InChI=1S/C5H10O5/c1-4(7)5(8,9)3(6)2-10-4/h3,6-9H,2H2,1H3/t3-,4+/m0/s1",[H][C@]1(O)CO[C@@](C)(O)C1(O)O,C5H10O5,,,448719,46505649,44800,CHEMBL1235140,PAV,395434,
DB04347,3-Dehydroshikimate,,experimental,SLWWJZMPHJJOPH-PHDIDXHHSA-N,"InChI=1S/C7H8O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1,5-6,9-10H,2H2,(H,11,12)/t5-,6-/m1/s1",O[C@@H]1CC(=CC(=O)[C@H]1O)C(O)=O,C7H8O5,C02637,,439774,46507545,30918,,3DS,388830,
DB04610,"7,8-dihydro-6-hydroxymethyl-7-methyl-7-[2-phenylethyl]-pterin",,experimental,XMFJTCGUDFSWSW-INIZCTEOSA-N,"InChI=1S/C16H19N5O2/c1-16(8-7-10-5-3-2-4-6-10)11(9-22)18-12-13(21-16)19-15(17)20-14(12)23/h2-6,22H,7-9H2,1H3,(H4,17,19,20,21,23)/t16-/m0/s1",C[C@@]1(CCC2=CC=CC=C2)NC2=C(N=C1CO)C(=O)NC(N)=N2,C16H19N5O2,,,4369143,46506687,,,87Y,3571843,
DB02786,2-Anhydro-3-Fluoro-Quinic Acid,,experimental,DGZQZSSRYAJDAX-XAHCXIQSSA-N,"InChI=1S/C7H9FO5/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h1,4-5,9-10,13H,2H2,(H,11,12)/t4-,5-,7+/m1/s1",[H][C@@]1(O)C[C@@](O)(C=C(F)[C@@]1([H])O)C(O)=O,C7H9FO5,,,448993,46507708,,CHEMBL365468,FA3,395633,50170813
DB02787,N-Acetylmannosaminitol,,experimental,OUBSZQOZVSSBQR-SLBCVNJHSA-N,"InChI=1S/C8H19NO6/c1-4(12)9-5(2-10)7(14)8(15)6(13)3-11/h4-15H,2-3H2,1H3/t4-,5+,6+,7+,8+/m0/s1",[H][C@@](C)(O)N[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,C8H19NO6,,,49867319,46507932,,,MMN,25058768,
DB03710,N5-(1-Imino-3-Butenyl)-L-Ornithine,,experimental,KRILJVOCVSUPMA-ZETCQYMHSA-O,"InChI=1S/C9H19N3O2/c1-2-4-8(11)12-6-3-5-7(10)9(13)14/h7H,2-6,10H2,1H3,(H2,11,12)(H,13,14)/p+1/t7-/m0/s1",[H][C@]([NH3+])(CCCNC(=N)CCC)C(O)=O,C9H20N3O2,,,131704256,46504611,,,VIO,,
DB08109,"(1S,4R,7AR)-4-BUTOXY-1-[(1R)-1-FORMYLPROPYL]-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID",,experimental,WRBRCIHZCYLBFW-KYEXWDHISA-N,"InChI=1S/C17H27NO4/c1-3-5-9-22-13-8-6-7-12-14(13)16(17(20)21)18-15(12)11(4-2)10-19/h10-13,15,18H,3-9H2,1-2H3,(H,20,21)/t11-,12+,13+,15+/m0/s1",[H][C@](CC)(C=O)[C@@]1([H])NC(C(O)=O)=C2[C@@]1([H])CCC[C@@]2([H])OCCCC,C17H27NO4,,,46937124,99444580,,,LK5,25058525,
DB03808,Hexamidine,3811-75-4,experimental,OQLKNTOKMBVBKV-UHFFFAOYSA-N,"InChI=1S/C20H26N4O2/c21-19(22)15-5-9-17(10-6-15)25-13-3-1-2-4-14-26-18-11-7-16(8-12-18)20(23)24/h5-12H,1-4,13-14H2,(H3,21,22)(H3,23,24)",NC(=N)C1=CC=C(OCCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,C20H26N4O2,,,65130,46505102,87184,CHEMBL25105,DID,58639,50015234
DB02627,"4,4'-Biphenyldiboronic Acid",,experimental,SLHKDOGTVUCXKX-UHFFFAOYSA-N,"InChI=1S/C12H12B2O4/c15-13(16)11-5-1-9(2-6-11)10-3-7-12(8-4-10)14(17)18/h1-8,15-18H",OB(O)C1=CC=C(C=C1)C1=CC=C(C=C1)B(O)O,C12H12B2O4,,,2734608,46508163,,CHEMBL109227,BDB,2016354,50067910
