## taxon_id,STRING_type,STRING_name_compact,official_name_NCBI,join_name
413816,periphery,Halorubrum halophilum,Halorubrum halophilum,Halorubrum halophilum
414684,periphery,Rhodospirillum centenum,Rhodospirillum centenum SW,Rhodospirillum centenum
414996,core,Actinopolyspora erythraea,Actinopolyspora erythraea,Actinopolyspora erythraea
415426,periphery,Hyperthermus butylicus,Hyperthermus butylicus DSM5456,Hyperthermus butylicus
416269,core,Actinobacillus pleuropneumoniae 5b L20,Actinobacillus pleuropneumoniae serovar 5b str. L20,Actinobacillus pleuropneumoniae
416348,core,Halorubrum lacusprofundi,Halorubrum lacusprofundi ATCC49239,Halorubrum lacusprofundi
416591,core,Thermotoga lettingae,Thermotoga lettingae TMO,Thermotoga lettingae
416870,core,Lactococcus lactis cremoris,Lactococcus lactis subsp. cremoris MG1363,Lactococcus lactis
419610,core,Methylobacterium extorquens PA1,Methylobacterium extorquens PA1,Methylobacterium extorquens
419665,core,Methanococcus aeolicus,Methanococcus aeolicus Nankai-3,Methanococcus aeolicus
419947,periphery,Mycobacterium tuberculosis H37Ra,Mycobacterium tuberculosis H37Ra,Mycobacterium tuberculosis
420246,core,Geobacillus thermodenitrificans,Geobacillus thermodenitrificans NG80-2,Geobacillus thermodenitrificans
420247,periphery,Methanobrevibacter smithii ATCC35061,Methanobrevibacter smithii ATCC35061,Methanobrevibacter smithii
420324,core,Microvirga lupini,Microvirga lupini,Microvirga lupini
420662,core,Methylibium petroleiphilum,Methylibium petroleiphilum PM1,Methylibium petroleiphilum
420890,periphery,Lactococcus garvieae Lg2,Lactococcus garvieae Lg2,Lactococcus garvieae
421052,periphery,Acinetobacter rudis,Acinetobacter rudis CIP 110305,Acinetobacter rudis
421072,core,Epilithonimonas lactis,Epilithonimonas lactis,Epilithonimonas lactis
421531,core,Chryseobacterium luteum,Chryseobacterium luteum,Chryseobacterium luteum
425104,periphery,Shewanella sediminis,Shewanella sediminis HAW-EB3,Shewanella sediminis
425400,periphery,Helicobacter sp. MIT016451,Helicobacter sp. MIT 01-6451,Helicobacter sp.
426114,periphery,Thiomonas arsenitoxydans,Thiomonas arsenitoxydans,Thiomonas arsenitoxydans
426117,core,Methylobacterium sp. 446,Methylobacterium sp. 4-46,Methylobacterium sp.
426355,periphery,Methylobacterium radiotolerans,Methylobacterium radiotolerans JCM 2831,Methylobacterium radiotolerans
426368,core,Methanococcus maripaludis C7,Methanococcus maripaludis C7,Methanococcus maripaludis
426716,periphery,Nocardia rhamnosiphila,Nocardia rhamnosiphila,Nocardia rhamnosiphila
428125,core,Clostridium leptum,[Clostridium] leptum DSM753,Clostridium leptum
428126,core,Clostridium spiroforme,[Clostridium] spiroforme DSM1552,Clostridium spiroforme
428127,core,Eubacterium dolichum,[Eubacterium] dolichum DSM3991,Eubacterium dolichum
429009,periphery,Ammonifex degensii,Ammonifex degensii KC4,Ammonifex degensii
430498,core,Dactylellina haptotyla,Dactylellina haptotyla,Dactylellina haptotyla
430998,periphery,Baudoinia compniacensis,Baudoinia compniacensis,Baudoinia compniacensis
431943,periphery,Clostridium kluyveri,Clostridium kluyveri DSM555,Clostridium kluyveri
431947,core,Porphyromonas gingivalis ATCC33277,Porphyromonas gingivalis ATCC33277,Porphyromonas gingivalis
432096,core,Kazachstania africana,Kazachstania africana,Kazachstania africana
434131,core,Neorickettsia risticii,Neorickettsia risticii str. Illinois,Neorickettsia risticii
435590,periphery,Bacteroides vulgatus,Bacteroides vulgatus ATCC8482,Bacteroides vulgatus
435591,periphery,Parabacteroides distasonis,Parabacteroides distasonis ATCC8503,Parabacteroides distasonis
435830,periphery,Actinomyces graevenitzii,Actinomyces graevenitzii C83,Actinomyces graevenitzii
435832,core,Neisseria mucosa C102,Neisseria mucosa C102,Neisseria mucosa
435837,periphery,Staphylococcus hominis C80,Staphylococcus hominis subsp. hominis C80,Staphylococcus hominis
435838,periphery,Staphylococcus capitis,Staphylococcus capitis C87,Staphylococcus capitis
435842,periphery,Streptococcus sp. C150,Streptococcus sp. C150,Streptococcus sp.
435908,core,Idiomarina salinarum,Idiomarina salinarum,Idiomarina salinarum
436114,periphery,Sulfurihydrogenibium sp. YO3AOP1,Sulfurihydrogenibium sp. YO3AOP1,Sulfurihydrogenibium sp.
436229,periphery,Streptacidiphilus jeojiense,Streptacidiphilus jeojiense,Streptacidiphilus jeojiense
436308,core,Nitrosopumilus maritimus,Nitrosopumilus maritimus SCM1,Nitrosopumilus maritimus
436717,core,Acinetobacter oleivorans,Acinetobacter oleivorans DR1,Acinetobacter oleivorans
438753,core,Azorhizobium caulinodans,Azorhizobium caulinodans ORS 571,Azorhizobium caulinodans
439235,core,Desulfatibacillum alkenivorans,Desulfatibacillum alkenivorans AK-01,Desulfatibacillum alkenivorans
439292,core,Bacillus selenitireducens,[Bacillus] selenitireducens MLS10,Bacillus selenitireducens
439375,periphery,Ochrobactrum anthropi,Ochrobactrum anthropi ATCC49188,Ochrobactrum anthropi
439481,core,Aciduliprofundum boonei,Aciduliprofundum boonei T469,Aciduliprofundum boonei
439493,core,Pelagibacter sp. HTCC7211,Candidatus Pelagibacter sp. HTCC7211,Pelagibacter sp.
439496,core,Rhodobacterales bacterium Y4I,Rhodobacterales bacterium Y4I,Rhodobacterales bacterium
439497,periphery,Ruegeria sp. R11,Ruegeria sp. R11,Ruegeria sp.
440512,periphery,Pseudomonas sp. Chol1,Pseudomonas sp. Chol1,Pseudomonas sp.
441620,periphery,Methylobacterium populi,Methylobacterium populi BJ001,Methylobacterium populi
441768,core,Acholeplasma laidlawii,Acholeplasma laidlawii PG-8A,Acholeplasma laidlawii
441769,core,Bacillus coahuilensis,Bacillus coahuilensis m4-4,Bacillus coahuilensis
443143,periphery,Geobacter sp. M18,Geobacter sp. M18,Geobacter sp.
443144,periphery,Geobacter sp. M21,Geobacter sp. M21,Geobacter sp.
443152,periphery,Marinobacter algicola,Marinobacter algicola DG893,Marinobacter algicola
443218,core,Amycolicicoccus subflavus,Amycolicicoccus subflavus DQS3-9A1,Amycolicicoccus subflavus
443254,core,Marinitoga piezophila,Marinitoga piezophila KA3,Marinitoga piezophila
443255,core,Streptomyces clavuligerus,Streptomyces clavuligerus ATCC27064,Streptomyces clavuligerus
443598,periphery,Bradyrhizobium sp. Cp53,Bradyrhizobium sp. Cp5.3,Bradyrhizobium sp.
443906,core,Clavibacter michiganensis NCPPB382,Clavibacter michiganensis subsp. michiganensis NCPPB 382,Clavibacter michiganensis
444157,periphery,Pyrobaculum neutrophilum,Pyrobaculum neutrophilum V24Sta,Pyrobaculum neutrophilum
444158,core,Methanococcus maripaludis C6,Methanococcus maripaludis C6,Methanococcus maripaludis
445335,periphery,Clostridium botulinum NCTC2916,Clostridium botulinum NCTC2916,Clostridium botulinum
445961,core,Chryseobacterium soli,Chryseobacterium soli,Chryseobacterium soli
445970,periphery,Alistipes putredinis,Alistipes putredinis DSM17216,Alistipes putredinis
445971,core,Anaerofustis stercorihominis,Anaerofustis stercorihominis DSM17244,Anaerofustis stercorihominis
445972,core,Anaerotruncus colihominis,Anaerotruncus colihominis DSM17241,Anaerotruncus colihominis
445973,core,Intestinibacter bartlettii,Intestinibacter bartlettii DSM16795,Intestinibacter bartlettii
445974,periphery,Erysipelatoclostridium ramosum,Erysipelatoclostridium ramosum DSM1402,Erysipelatoclostridium ramosum
445975,periphery,Collinsella stercoris,Collinsella stercoris DSM13279,Collinsella stercoris
445987,core,Borrelia valaisiana VS116,Borrelia valaisiana VS116,Borrelia valaisiana
446462,core,Actinosynnema mirum,Actinosynnema mirum DSM43827,Actinosynnema mirum
446465,core,Brachybacterium faecium,Brachybacterium faecium DSM4810,Brachybacterium faecium
446466,periphery,Cellulomonas flavigena,Cellulomonas flavigena DSM20109,Cellulomonas flavigena
446468,core,Nocardiopsis dassonvillei,Nocardiopsis dassonvillei subsp. dassonvillei DSM43111,Nocardiopsis dassonvillei
446469,core,Sanguibacter keddieii,Sanguibacter keddieii DSM10542,Sanguibacter keddieii
446470,core,Stackebrandtia nassauensis,Stackebrandtia nassauensis DSM44728,Stackebrandtia nassauensis
446471,core,Xylanimonas cellulosilytica,Xylanimonas cellulosilytica DSM15894,Xylanimonas cellulosilytica
448385,periphery,Sorangium cellulosum So ce56,Sorangium cellulosum So ce56,Sorangium cellulosum
449447,core,Microcystis aeruginosa,Microcystis aeruginosa NIES-843,Microcystis aeruginosa
449673,periphery,Bacteroides stercoris,Bacteroides stercoris ATCC43183,Bacteroides stercoris
450380,periphery,Microbacterium profundi,Microbacterium profundi,Microbacterium profundi
450851,core,Phenylobacterium zucineum,Phenylobacterium zucineum HLK1,Phenylobacterium zucineum
452471,core,Amoebophilus asiaticus,Candidatus Amoebophilus asiaticus 5a2,Amoebophilus asiaticus
452637,core,Opitutus terrae,Opitutus terrae PB90-1,Opitutus terrae
452638,periphery,Polynucleobacter necessarius STIR1,Polynucleobacter necessarius subsp. necessarius STIR1,Polynucleobacter necessarius
452652,core,Kitasatospora setae,Kitasatospora setae KM-6054,Kitasatospora setae
452659,periphery,Rickettsia rickettsii,Rickettsia rickettsii str. Iowa,Rickettsia rickettsii
452662,periphery,Sphingobium japonicum UT26S,Sphingobium japonicum UT26S,Sphingobium japonicum
452863,core,Arthrobacter chlorophenolicus,Arthrobacter chlorophenolicus A6,Arthrobacter chlorophenolicus
453591,core,Ignicoccus hospitalis,Ignicoccus hospitalis KIN4/I,Ignicoccus hospitalis
454957,periphery,Xanthomonas arboricola,Xanthomonas arboricola pv. celebensis,Xanthomonas arboricola
455436,periphery,Glaciecola sp. HTCC2999,Glaciecola sp. HTCC2999,Glaciecola sp.
455632,core,Streptomyces griseus,Streptomyces griseus subsp. griseus NBRC 13350,Streptomyces griseus
456320,core,Methanococcus voltae,Methanococcus voltae A3,Methanococcus voltae
456442,periphery,Methanoregula boonei,Methanoregula boonei 6A8,Methanoregula boonei
457396,periphery,Clostridium sp. 7243FAA,Clostridium sp. 7_2_43FAA,Clostridium sp.
457398,periphery,Desulfovibrio sp. 31syn3,Desulfovibrio sp. 3_1_syn3,Desulfovibrio sp.
457405,periphery,Fusobacterium nucleatum animalis,Fusobacterium nucleatum subsp. animalis 7_1,Fusobacterium nucleatum
457412,core,Ruminococcus sp. 5139BFAA,Ruminococcus sp. 5_1_39BFAA,Ruminococcus sp.
457415,core,Synergistes sp. 31syn1,Synergistes sp. 3_1_syn1,Synergistes sp.
457421,periphery,Clostridiales bacterium 1747FAA,Clostridiales bacterium 1_7_47FAA,Clostridiales bacterium
457424,periphery,Bacteroides fragilis 3112,Bacteroides fragilis 3_1_12,Bacteroides fragilis
457425,periphery,Streptomyces albus J1074,Streptomyces albus J1074,Streptomyces albus
457429,periphery,Streptomyces pristinaespiralis,Streptomyces pristinaespiralis ATCC25486,Streptomyces pristinaespiralis
457570,core,Natranaerobius thermophilus,Natranaerobius thermophilus JW/NM-WN-LF,Natranaerobius thermophilus
458233,core,Macrococcus caseolyticus,Macrococcus caseolyticus JCSC5402,Macrococcus caseolyticus
458817,core,Shewanella halifaxensis,Shewanella halifaxensis HAW-EB4,Shewanella halifaxensis
459349,core,Cloacimonas acidaminovorans,Candidatus Cloacimonas acidaminovorans str. Evry,Cloacimonas acidaminovorans
459495,periphery,Arthrospira platensis C1,Arthrospira platensis C1,Arthrospira platensis
460265,periphery,Methylobacterium nodulans,Methylobacterium nodulans ORS 2060,Methylobacterium nodulans
463191,periphery,Streptomyces sviceus,Streptomyces sviceus ATCC29083,Streptomyces sviceus
465515,core,Micrococcus luteus NCTC 2665,Micrococcus luteus NCTC 2665,Micrococcus luteus
465541,periphery,Streptomyces sp. Mg1,Streptomyces sp. Mg1,Streptomyces sp.
465817,core,Erwinia tasmaniensis,Erwinia tasmaniensis Et1/99,Erwinia tasmaniensis
466038,periphery,Pelagibacter ubique HTCC8051,Candidatus Pelagibacter ubique HTCC8051,Pelagibacter ubique
466088,periphery,Acinetobacter sp. Ver3,Acinetobacter sp. Ver3,Acinetobacter sp.
467200,periphery,Streptomyces griseoflavus,Streptomyces griseoflavus Tu4000,Streptomyces griseoflavus
467661,core,Rhodobacteraceae bacterium KLH11,Rhodobacteraceae bacterium KLH11,Rhodobacteraceae bacterium
467705,periphery,Streptococcus gordonii,Streptococcus gordonii str. Challis substr. CH1,Streptococcus gordonii
468059,periphery,Pedobacter oryzae,Pedobacter oryzae DSM19973,Pedobacter oryzae
468556,periphery,Gordonia kroppenstedtii,Gordonia kroppenstedtii DSM45133,Gordonia kroppenstedtii
469008,periphery,Escherichia coli BL21,Escherichia coli BL21(DE3),Escherichia coli
469371,periphery,Thermobispora bispora,Thermobispora bispora DSM43833,Thermobispora bispora
469378,core,Cryptobacterium curtum,Cryptobacterium curtum DSM15641,Cryptobacterium curtum
469381,core,Dethiosulfovibrio peptidovorans,Dethiosulfovibrio peptidovorans DSM11002,Dethiosulfovibrio peptidovorans
469382,periphery,Halogeometricum borinquense,Halogeometricum borinquense DSM11551,Halogeometricum borinquense
469383,core,Conexibacter woesei DSM14684,Conexibacter woesei DSM14684,Conexibacter woesei
469595,periphery,Citrobacter sp. 302,Citrobacter sp. 30_2,Citrobacter sp.
469596,core,Coprobacillus sp. 291,Coprobacillus sp. 29_1,Coprobacillus sp.
469604,periphery,Fusobacterium nucleatum vincentii 3136A2,Fusobacterium nucleatum subsp. vincentii 3_1_36A2,Fusobacterium nucleatum
469606,periphery,Fusobacterium nucleatum vincentii 4113,Fusobacterium nucleatum subsp. vincentii 4_1_13,Fusobacterium nucleatum
469609,periphery,Streptococcus sp. 2136FAA,Streptococcus sp. 2_1_36FAA,Streptococcus sp.
469610,periphery,Burkholderiales bacterium 1147,Burkholderiales bacterium 1_1_47,Burkholderiales bacterium
469615,core,Fusobacterium gonidiaformans,Fusobacterium gonidiaformans ATCC25563,Fusobacterium gonidiaformans
469616,core,Fusobacterium mortiferum,Fusobacterium mortiferum ATCC9817,Fusobacterium mortiferum
469617,core,Fusobacterium ulcerans,Fusobacterium ulcerans ATCC49185,Fusobacterium ulcerans
469618,core,Fusobacterium varium,Fusobacterium varium ATCC27725,Fusobacterium varium
470145,periphery,Bacteroides coprocola,Bacteroides coprocola DSM17136,Bacteroides coprocola
470704,periphery,Cladophialophora yegresii,Cladophialophora yegresii,Cladophialophora yegresii
471223,core,Geobacillus sp. WCH70,Geobacillus sp. WCH70,Geobacillus sp.
471852,periphery,Thermomonospora curvata,Thermomonospora curvata DSM43183,Thermomonospora curvata
471853,core,Beutenbergia cavernae,Beutenbergia cavernae DSM12333,Beutenbergia cavernae
471854,core,Dyadobacter fermentans,Dyadobacter fermentans DSM18053,Dyadobacter fermentans
471855,core,Slackia heliotrinireducens,Slackia heliotrinireducens DSM20476,Slackia heliotrinireducens
471856,core,Jonesia denitrificans,Jonesia denitrificans DSM20603,Jonesia denitrificans
471857,periphery,Saccharomonospora viridis,Saccharomonospora viridis DSM43017,Saccharomonospora viridis
471870,periphery,Bacteroides intestinalis,Bacteroides intestinalis DSM17393,Bacteroides intestinalis
471874,core,Providencia stuartii,Providencia stuartii ATCC25827,Providencia stuartii
471875,periphery,Ruminococcus lactaris,Ruminococcus lactaris ATCC29176,Ruminococcus lactaris
471881,periphery,Proteus penneri,Proteus penneri ATCC35198,Proteus penneri
472175,periphery,Nitratireductor basaltis,Nitratireductor basaltis,Nitratireductor basaltis
472759,periphery,Nitrosococcus halophilus,Nitrosococcus halophilus Nc 4,Nitrosococcus halophilus
474922,periphery,Colletotrichum gloeosporioides,Colletotrichum gloeosporioides,Colletotrichum gloeosporioides
476272,core,Blautia hydrogenotrophica,Blautia hydrogenotrophica DSM10507,Blautia hydrogenotrophica
477184,periphery,Achromobacter arsenitoxydans,Achromobacter arsenitoxydans SY8,Achromobacter arsenitoxydans
477228,periphery,Pseudomonas stutzeri TS44,Pseudomonas stutzeri TS44,Pseudomonas stutzeri
477641,periphery,Modestobacter marinus,Modestobacter marinus,Modestobacter marinus
477974,core,Desulforudis audaxviator,Candidatus Desulforudis audaxviator MP104C,Desulforudis audaxviator
478741,periphery,Verrucomicrobia bacterium LP2A,Verrucomicrobia bacterium LP2A,Verrucomicrobia bacterium
478749,core,Marvinbryantia formatexigens,Marvinbryantia formatexigens DSM14469,Marvinbryantia formatexigens
478801,core,Kytococcus sedentarius,Kytococcus sedentarius DSM20547,Kytococcus sedentarius
479431,core,Nakamurella multipartita,Nakamurella multipartita DSM44233,Nakamurella multipartita
479432,core,Streptosporangium roseum,Streptosporangium roseum DSM43021,Streptosporangium roseum
479433,core,Catenulispora acidiphila,Catenulispora acidiphila DSM44928,Catenulispora acidiphila
479434,core,Sphaerobacter thermophilus,Sphaerobacter thermophilus DSM20745,Sphaerobacter thermophilus
479435,core,Kribbella flavida,Kribbella flavida DSM17836,Kribbella flavida
479436,periphery,Veillonella parvula,Veillonella parvula DSM2008,Veillonella parvula
479437,periphery,Eggerthella lenta,Eggerthella lenta DSM2243,Eggerthella lenta
481448,core,Methylacidiphilum infernorum,Methylacidiphilum infernorum V4,Methylacidiphilum infernorum
481805,periphery,Escherichia coli ATCC8739,Escherichia coli ATCC8739,Escherichia coli
482234,periphery,Streptococcus canis,Streptococcus canis FSL Z3-227,Streptococcus canis
482537,periphery,Galeopterus variegatus,Galeopterus variegatus,Galeopterus variegatus
483215,periphery,Bacteroides finegoldii,Bacteroides finegoldii DSM17565,Bacteroides finegoldii
483216,core,Bacteroides eggerthii,Bacteroides eggerthii DSM20697,Bacteroides eggerthii
483218,core,Bacteroides pectinophilus,[Bacteroides] pectinophilus ATCC43243,Bacteroides pectinophilus
483219,periphery,Myxococcus fulvus,Myxococcus fulvus HW-1,Myxococcus fulvus
484018,periphery,Bacteroides plebeius,Bacteroides plebeius DSM17135,Bacteroides plebeius
484019,core,Thermosipho africanus,Thermosipho africanus TCF52B,Thermosipho africanus
484022,periphery,Francisella philomiragia,Francisella philomiragia subsp. philomiragia ATCC25017,Francisella philomiragia
484770,core,Pelosinus sp. UFO1,Pelosinus sp. UFO1,Pelosinus sp.
485913,core,Ktedonobacter racemifer,Ktedonobacter racemifer DSM44963,Ktedonobacter racemifer
485914,core,Halomicrobium mukohataei,Halomicrobium mukohataei DSM12286,Halomicrobium mukohataei
485915,core,Desulfohalobium retbaense,Desulfohalobium retbaense DSM5692,Desulfohalobium retbaense
485916,periphery,Desulfotomaculum acetoxidans,Desulfotomaculum acetoxidans DSM771,Desulfotomaculum acetoxidans
485917,core,Pedobacter heparinus,Pedobacter heparinus DSM2366,Pedobacter heparinus
485918,core,Chitinophaga pinensis,Chitinophaga pinensis DSM2588,Chitinophaga pinensis
487316,periphery,Acinetobacter soli,Acinetobacter soli,Acinetobacter soli
487521,periphery,Mycobacterium intracellulare,Mycobacterium intracellulare ATCC13950,Mycobacterium intracellulare
487796,core,Flavobacteria bacterium MS0242A,Flavobacteria bacterium MS024-2A,Flavobacteria bacterium
488538,core,Puniceispirillum marinum,Candidatus Puniceispirillum marinum IMCC1322,Puniceispirillum marinum
489653,periphery,Neisseria lactamica,Neisseria lactamica 020-06,Neisseria lactamica
489825,core,Moorea producens,Moorea producens 3L,Moorea producens
490899,periphery,Desulfurococcus kamchatkensis,Desulfurococcus kamchatkensis 1221n,Desulfurococcus kamchatkensis
491205,periphery,Chryseobacterium hispalense,Chryseobacterium hispalense DSM25574,Chryseobacterium hispalense
491915,core,Anoxybacillus flavithermus WK1,Anoxybacillus flavithermus WK1,Anoxybacillus flavithermus
491916,periphery,Rhizobium etli CIAT652,Rhizobium etli CIAT 652,Rhizobium etli
491952,periphery,Marinomonas posidonica,Marinomonas posidonica IVIA-Po-181,Marinomonas posidonica
492774,periphery,Rhizobium alamii,Rhizobium alamii,Rhizobium alamii
493475,periphery,Glaciecola arctica,Glaciecola arctica BSs20135,Glaciecola arctica
494416,periphery,Psychrobacter sp. TB15,Psychrobacter sp. TB15,Psychrobacter sp.
494419,periphery,Arthrobacter sp. TB23,Arthrobacter sp. TB 23,Arthrobacter sp.
496833,periphery,Mycoplasma fermentans,Mycoplasma fermentans PG18,Mycoplasma fermentans
497321,periphery,Thauera sp. 63,Thauera sp. 63,Thauera sp.
497964,core,Chthoniobacter flavus,Chthoniobacter flavus Ellin428,Chthoniobacter flavus
497965,periphery,Cyanothece sp. PCC7822,Cyanothece sp. PCC7822,Cyanothece sp.
498211,core,Cellvibrio japonicus,Cellvibrio japonicus Ueda107,Cellvibrio japonicus
498742,core,Borrelia spielmanii,Borrelia spielmanii A14S,Borrelia spielmanii
498761,core,Heliobacterium modesticaldum,Heliobacterium modesticaldum Ice1,Heliobacterium modesticaldum
498848,core,Thermus aquaticus,Thermus aquaticus Y51MC23,Thermus aquaticus
500153,periphery,Streptomyces avicenniae,Streptomyces avicenniae,Streptomyces avicenniae
500632,core,Tyzzerella nexilis,Tyzzerella nexilis DSM1787,Tyzzerella nexilis
500633,periphery,Clostridium hiranonis,[Clostridium] hiranonis DSM13275,Clostridium hiranonis
500635,core,Mitsuokella multacida,Mitsuokella multacida DSM20544,Mitsuokella multacida
500637,core,Providencia rustigianii,Providencia rustigianii DSM4541,Providencia rustigianii
500640,periphery,Citrobacter youngae,Citrobacter youngae ATCC29220,Citrobacter youngae
501479,core,Citreicella sp. SE45,Citreicella sp. SE45,Citreicella sp.
502025,core,Haliangium ochraceum,Haliangium ochraceum DSM14365,Haliangium ochraceum
502347,core,Escherichia albertii TW07627,Escherichia albertii TW07627,Escherichia albertii
502558,periphery,Eggerthella sp. YY7918,Eggerthella sp. YY7918,Eggerthella sp.
504472,core,Spirosoma linguale,Spirosoma linguale DSM74,Spirosoma linguale
504474,periphery,Corynebacterium urealyticum,Corynebacterium urealyticum DSM7109,Corynebacterium urealyticum
504487,core,Jejuia pallidilutea,Jejuia pallidilutea,Jejuia pallidilutea
504728,core,Meiothermus ruber,Meiothermus ruber DSM1279,Meiothermus ruber
504832,core,Oligotropha carboxidovorans,Oligotropha carboxidovorans OM5,Oligotropha carboxidovorans
506534,core,Rheinheimera sp. A13L,Rheinheimera sp. A13L,Rheinheimera sp.
509190,periphery,Caulobacter segnis,Caulobacter segnis ATCC21756,Caulobacter segnis
509191,core,Acetivibrio cellulolyticus,Acetivibrio cellulolyticus CD2,Acetivibrio cellulolyticus
509635,periphery,Pedobacter sp. V48,Pedobacter sp. V48,Pedobacter sp.
511051,core,Caldisericum exile,Caldisericum exile AZM16c01,Caldisericum exile
511062,core,Oceanimonas sp. GK1,Oceanimonas sp. GK1,Oceanimonas sp.
511145,core,Escherichia coli K12 MG1655,Escherichia coli str. K-12 substr. MG1655,Escherichia coli
511437,periphery,Lactobacillus buchneri NRRLB30929,Lactobacillus buchneri NRRL B-30929,Lactobacillus buchneri
511680,periphery,Butyrivibrio crossotus,Butyrivibrio crossotus DSM2876,Butyrivibrio crossotus
511995,core,Azobacteroides pseudotrichonymphae,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2,Azobacteroides pseudotrichonymphae
512564,periphery,Mycoplasma crocodyli,Mycoplasma crocodyli MP145,Mycoplasma crocodyli
512565,periphery,Actinoplanes missouriensis,Actinoplanes missouriensis 431,Actinoplanes missouriensis
515618,core,Riesia pediculicola,Candidatus Riesia pediculicola USDA,Riesia pediculicola
515620,core,Eubacterium eligens,[Eubacterium] eligens ATCC27750,Eubacterium eligens
515622,core,Butyrivibrio proteoclasticus B316,Butyrivibrio proteoclasticus B316,Butyrivibrio proteoclasticus
515635,periphery,Dictyoglomus turgidum,Dictyoglomus turgidum DSM6724,Dictyoglomus turgidum
517417,periphery,Chlorobaculum parvum,Chlorobaculum parvum NCIB 8327,Chlorobaculum parvum
517418,core,Chloroherpeton thalassium,Chloroherpeton thalassium ATCC35110,Chloroherpeton thalassium
517433,periphery,Pantoea sp. aB,Pantoea sp. aB,Pantoea sp.
517722,periphery,Citromicrobium sp. JLT1363,Citromicrobium sp. JLT1363,Citromicrobium sp.
518635,periphery,Bifidobacterium angulatum,Bifidobacterium angulatum DSM20098,Bifidobacterium angulatum
518637,core,Holdemanella biformis,Holdemanella biformis DSM3989,Holdemanella biformis
518766,core,Rhodothermus marinus,Rhodothermus marinus DSM4252,Rhodothermus marinus
519441,core,Streptobacillus moniliformis,Streptobacillus moniliformis DSM12112,Streptobacillus moniliformis
519442,core,Halorhabdus utahensis,Halorhabdus utahensis DSM12940,Halorhabdus utahensis
519989,periphery,Ectothiorhodospira sp. PHS1,Ectothiorhodospira sp. PHS-1,Ectothiorhodospira sp.
520709,periphery,Acinetobacter sp. NIPH973,Acinetobacter sp. NIPH 973,Acinetobacter sp.
520999,periphery,Providencia alcalifaciens,Providencia alcalifaciens DSM30120,Providencia alcalifaciens
521000,periphery,Providencia rettgeri DSM1131,Providencia rettgeri DSM1131,Providencia rettgeri
521003,core,Collinsella intestinalis,Collinsella intestinalis DSM13280,Collinsella intestinalis
521010,periphery,Borrelia bissettii,Borrelia bissettii DN127,Borrelia bissettii
521011,core,Methanosphaerula palustris,Methanosphaerula palustris E1-9c,Methanosphaerula palustris
521045,core,Kosmotoga olearia,Kosmotoga olearia TBF 19.5.1,Kosmotoga olearia
521095,periphery,Atopobium parvulum,Atopobium parvulum DSM20469,Atopobium parvulum
521096,periphery,Tsukamurella paurometabola,Tsukamurella paurometabola DSM20162,Tsukamurella paurometabola
521097,core,Capnocytophaga ochracea DSM7271,Capnocytophaga ochracea DSM7271,Capnocytophaga ochracea
521098,core,Alicyclobacillus acidocaldarius DSM446,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM446,Alicyclobacillus acidocaldarius
521393,periphery,Actinomyces timonensis,Actinomyces timonensis DSM23838,Actinomyces timonensis
521460,core,Caldicellulosiruptor bescii,Caldicellulosiruptor bescii DSM6725,Caldicellulosiruptor bescii
521674,periphery,Planctomyces limnophilus,Planctomyces limnophilus DSM3776,Planctomyces limnophilus
521719,periphery,Pseudomonas caeni,Pseudomonas caeni DSM24390,Pseudomonas caeni
522306,core,Accumulibacter phosphatis,Candidatus Accumulibacter phosphatis clade IIA str. UW-1,Accumulibacter phosphatis
522373,core,Stenotrophomonas maltophilia K279a,Stenotrophomonas maltophilia K279a,Stenotrophomonas maltophilia
522772,core,Denitrovibrio acetiphilus,Denitrovibrio acetiphilus DSM12809,Denitrovibrio acetiphilus
523791,core,Kangiella koreensis,Kangiella koreensis DSM16069,Kangiella koreensis
523794,core,Leptotrichia buccalis,Leptotrichia buccalis C-1013-b,Leptotrichia buccalis
523841,periphery,Haloferax mediterranei,Haloferax mediterranei ATCC33500,Haloferax mediterranei
523845,periphery,Methanothermococcus thermolithotrophicus,Methanothermococcus thermolithotrophicus DSM2095,Methanothermococcus thermolithotrophicus
523850,core,Thermococcus onnurineus,Thermococcus onnurineus NA1,Thermococcus onnurineus
525146,core,Desulfovibrio desulfuricans ATCC27774,Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC27774,Desulfovibrio desulfuricans
525244,periphery,Acinetobacter sp. ATCC27244,Acinetobacter sp. ATCC27244,Acinetobacter sp.
525245,periphery,Actinomyces coleocanis,Actinomyces coleocanis DSM15436,Actinomyces coleocanis
525246,periphery,Actinomyces urogenitalis DSM15434,Actinomyces urogenitalis DSM15434,Actinomyces urogenitalis
525254,periphery,Anaerococcus lactolyticus ATCC51172,Anaerococcus lactolyticus ATCC51172,Anaerococcus lactolyticus
525255,periphery,Anaerococcus tetradius,Anaerococcus tetradius ATCC35098,Anaerococcus tetradius
525256,periphery,Atopobium vaginae DSM15829,Atopobium vaginae DSM15829,Atopobium vaginae
525257,core,Chryseobacterium gleum,Chryseobacterium gleum ATCC35910,Chryseobacterium gleum
525260,periphery,Corynebacterium accolens,Corynebacterium accolens ATCC49725,Corynebacterium accolens
