smpdbIDs,pval,Bonferroni,B&H_FDR_adjusted_pval,B&Y_FDR_adjusted_pval,pathway
SMP0000070,0.7185862362690436,0.7185862362690436,0.7185862362690436,0.7185862362690436,Riboflavin Metabolism
SMP0000084,0.7185862362690436,0.7185862362690436,0.7185862362690436,0.7185862362690436,Etodolac Action Pathway
SMP0063686,0.7185862362690436,0.7185862362690436,0.7185862362690436,0.7185862362690436,Urea Cycle
SMP0000728,0.7185862362690436,0.7185862362690436,0.7185862362690436,0.7185862362690436,Lincomycin Action Pathway
SMP0000351,0.7185862362690436,0.7185862362690436,0.7185862362690436,0.7185862362690436,GABA-Transaminase Deficiency
SMP0000445,0.7185862362690436,0.7185862362690436,0.7185862362690436,0.7185862362690436,Spermidine and Spermine Biosynthesis
SMP0000497,0.7185862362690436,0.7185862362690436,0.7185862362690436,0.7185862362690436,Tyrosine Hydroxylase Deficiency
SMP0000493,0.7185862362690436,0.7185862362690436,0.7185862362690436,0.7185862362690436,"Carnosinuria, Carnosinemia"
SMP0000044,0.7185862362690436,0.7185862362690436,0.7185862362690436,0.7185862362690436,Histidine Metabolism
SMP0012024,0.7185862362690436,0.7185862362690436,0.7185862362690436,0.7185862362690436,Flavanone Biosynthesis
SMP0000016,0.7488750082987771,0.7488750082987771,0.7488750082987771,0.7488750082987771,Propanoate Metabolism
SMP0000361,0.7488750082987771,0.7488750082987771,0.7488750082987771,0.7488750082987771,Hyperprolinemia Type I
SMP0000198,0.7488750082987771,0.7488750082987771,0.7488750082987771,0.7488750082987771,Malonic Aciduria
SMP0000726,0.7488750082987771,0.7488750082987771,0.7488750082987771,0.7488750082987771,Rolitetracycline Action Pathway
SMP0000725,0.7951224495302127,0.7951224495302127,0.7951224495302127,0.7951224495302127,"Fructose Intolerance, Hereditary"
SMP0000059,0.7951224495302127,0.7951224495302127,0.7951224495302127,0.7951224495302127,Urea Cycle
SMP0000205,0.7951224495302127,0.7951224495302127,0.7951224495302127,0.7951224495302127,Ornithine Transcarbamylase Deficiency (OTC Deficiency)
SMP0000001,0.7951224495302127,0.7951224495302127,0.7951224495302127,0.7951224495302127,Citrullinemia Type I
SMP0000522,0.7951224495302127,0.7951224495302127,0.7951224495302127,0.7951224495302127,3-Hydroxyisobutyric Aciduria
SMP0002364,0.7951224495302127,0.7951224495302127,0.7951224495302127,0.7951224495302127,Pantothenate and CoA Biosynthesis 
SMP0000561,0.7951224495302127,0.7951224495302127,0.7951224495302127,0.7951224495302127,Fructosuria
SMP0012021,0.7951224495302127,0.7951224495302127,0.7951224495302127,0.7951224495302127,Flavonoid Biosynthesis (Dihydroflavonol Biosynthesis)
SMP0000191,0.7951224495302127,0.7951224495302127,0.7951224495302127,0.7951224495302127,Histidinemia
SMP0012467,0.7951224495302127,0.7951224495302127,0.7951224495302127,0.7951224495302127,Butanoate Metabolism
SMP0000086,0.7951224495302127,0.7951224495302127,0.7951224495302127,0.7951224495302127,Ibuprofen Action Pathway
SMP0000060,0.7951224495302127,0.7951224495302127,0.7951224495302127,0.7951224495302127,Pyruvate Metabolism
SMP0000558,0.7951224495302127,0.7951224495302127,0.7951224495302127,0.7951224495302127,"Primary Hyperoxaluria II, PH2"
SMP0002303,0.7951224495302127,0.7951224495302127,0.7951224495302127,0.7951224495302127,Glutamate Metabolism
SMP0000064,0.7951224495302127,0.7951224495302127,0.7951224495302127,0.7951224495302127,Fructose and Mannose Degradation
SMP0000208,0.8015794252586834,0.8015794252586834,0.8015794252586834,0.8015794252586834,Prolinemia Type II
SMP0000721,0.8015794252586834,0.8015794252586834,0.8015794252586834,0.8015794252586834,3-Phosphoglycerate Dehydrogenase Deficiency
SMP0000249,0.8015794252586834,0.8015794252586834,0.8015794252586834,0.8015794252586834,Clindamycin Action Pathway
SMP0000020,0.8015794252586834,0.8015794252586834,0.8015794252586834,0.8015794252586834,Arginine and Proline Metabolism
SMP0000248,0.8442231763562825,0.8442231763562825,0.8442231763562825,0.8442231763562825,Clarithromycin Action Pathway
SMP0000177,0.8442231763562825,0.8442231763562825,0.8442231763562825,0.8442231763562825,Cystathionine beta-Synthase Deficiency
SMP0000484,0.8442231763562825,0.8442231763562825,0.8442231763562825,0.8442231763562825,Dimethylglycine Dehydrogenase Deficiency
SMP0000242,0.8442231763562825,0.8442231763562825,0.8442231763562825,0.8442231763562825,Dimethylglycine Dehydrogenase Deficiency
SMP0000340,0.8442231763562825,0.8442231763562825,0.8442231763562825,0.8442231763562825,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)
SMP0000244,0.8442231763562825,0.8442231763562825,0.8442231763562825,0.8442231763562825,Sarcosinemia
SMP0000175,0.8508688630759846,0.8508688630759846,0.8508688630759846,0.8508688630759846,Canavan Disease
SMP0000192,0.8508688630759846,0.8508688630759846,0.8508688630759846,0.8508688630759846,Hypoacetylaspartia
SMP0002416,0.8508688630759846,0.8508688630759846,0.8508688630759846,0.8508688630759846,Arginine Metabolism
SMP0063689,0.8508688630759846,0.8508688630759846,0.8508688630759846,0.8508688630759846,"Valine, Leucine, and Isoleucine Degradation"
SMP0000344,0.8508688630759846,0.8508688630759846,0.8508688630759846,0.8508688630759846,Acute Intermittent Porphyria
SMP0000521,0.8508688630759846,0.8508688630759846,0.8508688630759846,0.8508688630759846,3-Hydroxyisobutyric Acid Dehydrogenase Deficiency
SMP0002353,0.8508688630759846,0.8508688630759846,0.8508688630759846,0.8508688630759846,Tryptophan Metabolism
SMP0000212,0.8508688630759846,0.8508688630759846,0.8508688630759846,0.8508688630759846,Pyruvate Dehydrogenase Complex Deficiency
SMP0000007,0.8508688630759846,0.8508688630759846,0.8508688630759846,0.8508688630759846,beta-Alanine Metabolism
SMP0002434,0.8508688630759846,0.8508688630759846,0.8508688630759846,0.8508688630759846,Lysine Metabolism
SMP0002420,0.8508688630759846,0.8508688630759846,0.8508688630759846,0.8508688630759846,Proline Metabolism
SMP0000848,0.8508688630759846,0.8508688630759846,0.8508688630759846,0.8508688630759846,Pantothenate and CoA Biosynthesis
SMP0000362,0.8783757749729404,0.8783757749729404,0.8783757749729404,0.8783757749729404,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency)
SMP0000136,0.8914656725740319,0.8914656725740319,0.8914656725740319,0.8914656725740319,2-Hydroxyglutric Aciduria (D and L Form)
SMP0000140,0.8914656725740319,0.8914656725740319,0.8914656725740319,0.8914656725740319,3-Methylglutaconic Aciduria Type III
SMP0063597,0.8914656725740319,0.8914656725740319,0.8914656725740319,0.8914656725740319,Aspartate Metabolism
SMP0000173,0.8914656725740319,0.8914656725740319,0.8914656725740319,0.8914656725740319,beta-Ketothiolase Deficiency
SMP0000524,0.8914656725740319,0.8914656725740319,0.8914656725740319,0.8914656725740319,Isovaleric Acidemia
SMP0000141,0.8914656725740319,0.8914656725740319,0.8914656725740319,0.8914656725740319,3-Methylglutaconic Aciduria Type IV
SMP0002445,0.8914656725740319,0.8914656725740319,0.8914656725740319,0.8914656725740319,Tryptophan Metabolism
SMP0000200,0.8914656725740319,0.8914656725740319,0.8914656725740319,0.8914656725740319,Methylmalonic Aciduria
SMP0000238,0.8914656725740319,0.8914656725740319,0.8914656725740319,0.8914656725740319,Isovaleric Aciduria
SMP0000138,0.8914656725740319,0.8914656725740319,0.8914656725740319,0.8914656725740319,3-Hydroxy-3-methylglutaryl-CoA Lyase Deficiency
SMP0000727,0.8914656725740319,0.8914656725740319,0.8914656725740319,0.8914656725740319,Methacycline Action Pathway
SMP0000357,0.8914656725740319,0.8914656725740319,0.8914656725740319,0.8914656725740319,Argininemia
SMP0000820,0.8914656725740319,0.8914656725740319,0.8914656725740319,0.8914656725740319,tRNA Charging
SMP0000808,0.9054972105925142,0.9054972105925142,0.9054972105925142,0.9054972105925142,Inner Membrane Transport
SMP0000237,0.9210248131599181,0.9210248131599181,0.9210248131599181,0.9210248131599181,3-Methylcrotonyl-CoA Carboxylase Deficiency Type I
SMP0000523,0.9210248131599181,0.9210248131599181,0.9210248131599181,0.9210248131599181,Isobutyryl-CoA Dehydrogenase Deficiency
SMP0063590,0.9210248131599181,0.9210248131599181,0.9210248131599181,0.9210248131599181,Glutamate Metabolism
SMP0000139,0.9210248131599181,0.9210248131599181,0.9210248131599181,0.9210248131599181,3-Methylglutaconic Aciduria Type I
SMP0000236,0.9210248131599181,0.9210248131599181,0.9210248131599181,0.9210248131599181,Propionic Acidemia
SMP0000137,0.9210248131599181,0.9210248131599181,0.9210248131599181,0.9210248131599181,2-Methyl-3-hydroxybutryl-CoA Dehydrogenase Deficiency
SMP0000004,0.9268817424469267,0.9268817424469267,0.9268817424469267,0.9268817424469267,Glycine and Serine Metabolism
SMP0000188,0.9268817424469267,0.9268817424469267,0.9268817424469267,0.9268817424469267,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency)
SMP0063658,0.9268817424469267,0.9268817424469267,0.9268817424469267,0.9268817424469267,Pyrimidine Metabolism
SMP0000179,0.9268817424469267,0.9268817424469267,0.9268817424469267,0.9268817424469267,Dihydropyrimidine Dehydrogenase Deficiency (DHPD)
SMP0000202,0.9268817424469267,0.9268817424469267,0.9268817424469267,0.9268817424469267,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy)
SMP0000251,0.9425435387698642,0.9425435387698642,0.9425435387698642,0.9425435387698642,Roxithromycin Action Pathway
SMP0000067,0.9425435387698642,0.9425435387698642,0.9425435387698642,0.9425435387698642,Aspartate Metabolism
SMP0000292,0.9425435387698642,0.9425435387698642,0.9425435387698642,0.9425435387698642,Minocycline Action Pathway
SMP0000730,0.9425435387698642,0.9425435387698642,0.9425435387698642,0.9425435387698642,Troleandomycin Action Pathway
SMP0000256,0.9425435387698642,0.9425435387698642,0.9425435387698642,0.9425435387698642,Neomycin Action Pathway
SMP0063626,0.9425435387698642,0.9425435387698642,0.9425435387698642,0.9425435387698642,Glycine and Serine Metabolism
SMP0000295,0.9425435387698642,0.9425435387698642,0.9425435387698642,0.9425435387698642,Lymecycline Action Pathway
SMP0012004,0.9425435387698642,0.9425435387698642,0.9425435387698642,0.9425435387698642,Arginine and Proline Metabolism
SMP0000254,0.9425435387698642,0.9425435387698642,0.9425435387698642,0.9425435387698642,Gentamicin Action Pathway
SMP0000172,0.9436401952803672,0.9436401952803672,0.9436401952803672,0.9436401952803672,beta-Ureidopropionase Deficiency
SMP0000178,0.9436401952803672,0.9436401952803672,0.9436401952803672,0.9436401952803672,Dihydropyrimidinase Deficiency
SMP0000219,0.956704042000753,0.956704042000753,0.956704042000753,0.956704042000753,UMP Synthase Deficiency (Orotic Aciduria)
SMP0000046,0.956704042000753,0.956704042000753,0.956704042000753,0.956704042000753,Pyrimidine Metabolism
SMP0000729,0.9582062180462739,0.9582062180462739,0.9582062180462739,0.9582062180462739,Chloramphenicol Action Pathway
SMP0000253,0.9582062180462739,0.9582062180462739,0.9582062180462739,0.9582062180462739,Amikacin Action Pathway
SMP0000712,0.9582062180462739,0.9582062180462739,0.9582062180462739,0.9582062180462739,Tigecycline Action Pathway
SMP0000252,0.9582062180462739,0.9582062180462739,0.9582062180462739,0.9582062180462739,Telithromycin Action Pathway
SMP0000714,0.9582062180462739,0.9582062180462739,0.9582062180462739,0.9582062180462739,Paromomycin Action Pathway
SMP0000485,0.9582062180462739,0.9582062180462739,0.9582062180462739,0.9582062180462739,"Hyperglycinemia, Non-Ketotic"
SMP0000824,0.9582062180462739,0.9582062180462739,0.9582062180462739,0.9582062180462739,tRNA Charging 2
SMP0000223,0.9668407768996492,0.9668407768996492,0.9668407768996492,0.9668407768996492,Non-Ketotic Hyperglycinemia
SMP0000262,0.9696045222154832,0.9696045222154832,0.9696045222154832,0.9696045222154832,Clomocycline Action Pathway
SMP0000293,0.9696045222154832,0.9696045222154832,0.9696045222154832,0.9696045222154832,Oxytetracycline Action Pathway
SMP0000291,0.9696045222154832,0.9696045222154832,0.9696045222154832,0.9696045222154832,Doxycycline Action Pathway
SMP0000711,0.9696045222154832,0.9696045222154832,0.9696045222154832,0.9696045222154832,Tobramycin Action Pathway
SMP0000257,0.9696045222154832,0.9696045222154832,0.9696045222154832,0.9696045222154832,Netilmicin Action Pathway
SMP0000255,0.9696045222154832,0.9696045222154832,0.9696045222154832,0.9696045222154832,Kanamycin Action Pathway
SMP0000247,0.9778980446918003,0.9778980446918003,0.9778980446918003,0.9778980446918003,Azithromycin Action Pathway
SMP0000339,0.9778980446918003,0.9778980446918003,0.9778980446918003,0.9778980446918003,Hyperinsulinism-Hyperammonemia Syndrome
SMP0000513,0.9839314475330545,0.9839314475330545,0.9839314475330545,0.9839314475330545,Xanthinuria Type II
SMP0000512,0.9839314475330545,0.9839314475330545,0.9839314475330545,0.9839314475330545,Xanthinuria Type I
SMP0000050,0.9915112928955623,0.9915112928955623,0.9915112928955623,0.9915112928955623,Purine Metabolism
SMP0000203,0.9915112928955623,0.9915112928955623,0.9915112928955623,0.9915112928955623,Molybdenum Cofactor Deficiency
SMP0000144,0.9915112928955623,0.9915112928955623,0.9915112928955623,0.9915112928955623,Adenosine Deaminase Deficiency
SMP0063668,0.993831776286233,0.993831776286233,0.993831776286233,0.993831776286233,Purine Metabolism
SMP0000168,0.995518713751452,0.995518713751452,0.995518713751452,0.995518713751452,AICA-Ribosiduria
SMP0000220,0.995518713751452,0.995518713751452,0.995518713751452,0.995518713751452,Xanthine Dehydrogenase Deficiency (Xanthinuria)
SMP0000427,0.9967448637330876,0.9967448637330876,0.9967448637330876,0.9967448637330876,Azathioprine Action Pathway
SMP0000430,0.9976359345553945,0.9976359345553945,0.9976359345553945,0.9976359345553945,Thioguanine Action Pathway
